# Description of Fields in this File
# ==================================
#  
# Pathway Name: a user friendly name of the pathway.
# Pathway Frame-id: a unique identifier of the pathway in the PGDB.
# Pathway Class Name: a user friendly name of a class that contains the pathway.
# Pathway Class Frame-id: a unique identifier of the Class Name in the PGDB.
# Pathway Score: A number from 0-1.0 indicating the strength of the evidence supporting the inference of this pathway, where 1.0 means very strong evidence.
# Pathway Frequency Score: the sum of the number of enzymes in the PGDB catalyzing the reactions of the pathway divided by the number of reactions in the pathway. This value can be larger than 1 since there might be several enzymes catalyzing the same reaction.
# Pathway Abundance: the abundance of the pathway given the abundance values of the genes for this pathway in the annotation file.
# Reason to Keep: a keyword describing the reason the pathway was kept.
# Pathway URL: the pathway URL for the Biocyc.org Web site.
#  
# The pathways in this file are sorted by Pathway Score.


Pathway Name | Pathway Frame-id | Pathway Class Name | Pathway Class Frame-id | Pathway Score | Pathway Frequency Score | Pathway Abundance | Reason to Keep | Pathway URL
L-cysteine degradation III|PWY-5329|L-cysteine Degradation|CYSTEINE-DEG|0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5329
D-apiose degradation II (to D-apionate)|PWY-8093|D-Apiose Degradation|D-Apiose-Degradation|0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8093
dimethyl sulfide degradation I|PWY-6047|Dimethylsulfide Degradation|Dimethylsulfide-Degradation|0.44000003|1.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6047
beta-D-glucuronide and D-glucuronate degradation|PWY-7247|D-Glucuronate Degradation|D-Glucuronate-Degradation|0.44000003|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7247
cis-alkene biosynthesis|PWY-7869|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7869
erythritol biosynthesis I|PWY-8372|Erythritol Biosynthesis|Erythritol-Biosynthesis|0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8372
iso-bile acids biosynthesis I|PWY-7755|Iso-bile Acid Biosynthesis|Iso-bile-Acids-Biosynthesis|0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7755
iso-bile acids biosynthesis II|PWY-7756|Iso-bile Acid Biosynthesis|Iso-bile-Acids-Biosynthesis|0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7756
partial TCA cycle (obligate autotrophs)|PWY-5913|TCA cycle|TCA-VARIANTS|0.44545037|0.875|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5913
trehalose degradation II (cytosolic)|PWY0-1182|Trehalose Degradation|Trehalose-Degradation|0.46237433|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1182
glycolysis III (from glucose)|ANAGLYCOLYSIS-PWY|Glycolysis|GLYCOLYSIS-VARIANTS|0.47055522|1.4545455|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=ANAGLYCOLYSIS-PWY
2-chloroacrylate degradation I|PWY-7425|2-Chloroacrylate-Degradation|2-Chloroacrylates-Degradation|0.47666666|1.6666666|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7425
5'-deoxyadenosine degradation I|PWY-8130|5'-Deoxyadenosine Degradation|5-Deoxyadenosine-Degradation|0.47666666|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8130
ergothioneine biosynthesis I (bacteria)|PWY-7255|Ergothioneine Biosynthesis|Ergothioneine-Biosynthesis|0.48078474|0.71428573|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7255
purine ribonucleosides degradation|PWY0-1296|||0.48400593|1.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1296
pyrimidine deoxyribonucleosides salvage|PWY-7199|||0.48545736|0.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7199
trehalose biosynthesis II|PWY-881|Trehalose Biosynthesis|Trehalose-biosynthesis|0.4903311|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-881
tRNA processing|PWY0-1479|||0.49090248|0.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1479
aerobic respiration II (cytochrome c) (yeast)|PWY-7279|||0.50084543|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7279
glycogen biosynthesis III (from alpha-maltose 1-phosphate)|PWY-7900|Glycogen and Starch Biosynthesis|GLYCOGEN-BIOSYN|0.5150106|0.875|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7900
cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate|PWY-6690|||0.528|1.6|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6690
fatty acid elongation -- saturated|FASYN-ELONG-PWY|||0.528|2.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=FASYN-ELONG-PWY
NADH to cytochrome bd oxidase electron transfer I|PWY0-1334|||0.5419529|3.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1334
succinate to cytochrome bd oxidase electron transfer|PWY0-1353|||0.5419529|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1353
trehalose degradation IV|PWY-2722|Trehalose Degradation|Trehalose-Degradation|0.55220324|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2722
cardiolipin biosynthesis III|PWY0-1545|Cardiolipin Biosynthesis|Cardiolipin-Biosynthesis|0.57084113|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1545
cardiolipin biosynthesis I|PWY-5668|Cardiolipin Biosynthesis|Cardiolipin-Biosynthesis|0.57084113|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5668
4-aminobutanoate degradation I|PWY-6535|4-Aminobutanoate Degradation|4-Aminobutyraye-Degradation|0.57139266|0.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6535
L-cysteine biosynthesis I|CYSTSYN-PWY|L-cysteine Biosynthesis|CYSTEINE-SYN|0.57139266|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=CYSTSYN-PWY
folate polyglutamylation|PWY-2161|Folate Biosynthesis|Folate-Biosynthesis|0.57348645|0.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2161
thiamine diphosphate biosynthesis I (E. coli)|PWY-6894|Thiamine Diphosphate Biosynthesis|Thiamin-Diphosphate-Biosynthesis|0.58126163|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6894
mycothiol biosynthesis|PWY1G-0|||0.5866667|3.1666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY1G-0
molybdopterin biosynthesis|PWY-6823|||0.5866667|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6823
myo-inositol degradation I|P562-PWY|||0.58813745|2.4285715|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=P562-PWY
formaldehyde assimilation II (assimilatory RuMP Cycle)|PWY-1861|Formaldehyde Assimilation|Formaldehyde-Assimilation|0.5895932|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-1861
pyrimidine deoxyribonucleotides de novo biosynthesis I|PWY-7184|Pyrimidine Deoxyribonucleotide De Novo Biosynthesis|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn|0.5991161|1.2222222|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7184
xanthine and xanthosine salvage|SALVPURINE2-PWY|||0.60098094|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=SALVPURINE2-PWY
monocistronic tRNA processing I|PWY-8468|||0.60098094|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8468
glycerol degradation I|PWY-4261|Glycerol Degradation|GLYCEROL-DEG|0.60098094|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4261
glycerophosphodiester degradation|PWY-6952|Glycerol Degradation|GLYCEROL-DEG|0.60098094|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6952
glutathione biosynthesis|GLUTATHIONESYN-PWY|||0.60098094|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTATHIONESYN-PWY
lipoate biosynthesis and incorporation I|PWY0-501|Lipoate Biosynthesis and Salvage|Lipoate-Biosynthesis|0.60098094|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-501
D-xylose degradation I|XYLCAT-PWY|D-xylose Degradation|Xylose-Degradation|0.60098094|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=XYLCAT-PWY
putrescine degradation IV|PWY-2|Putrescine Degradation|Putrescine-Degradation|0.60098094|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2
NAD salvage pathway V (PNC V cycle)|PWY3O-4107|NAD Biosynthesis|NAD-SYN|0.62458223|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY3O-4107
(1,4)-beta-D-xylan degradation|PWY-6717|Xylan Degradation|Xylan-Degradation|0.6515694|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6717
glycerol degradation V|GLYCEROLMETAB-PWY|Glycerol Degradation|GLYCEROL-DEG|0.6515694|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYCEROLMETAB-PWY
L-threonine biosynthesis|HOMOSER-THRESYN-PWY|L-threonine Biosynthesis|THREONINE-BIOSYNTHESIS|0.6515694|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=HOMOSER-THRESYN-PWY
4-aminobutanoate degradation III|PWY-6536|4-Aminobutanoate Degradation|4-Aminobutyraye-Degradation|0.7088927|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6536
NADH repair (prokaryotes)|PWY-6938-1|||0.715|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6938-1
NADPH repair (prokaryotes)|PWY-8136|||0.715|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8136
myo-inositol biosynthesis|PWY-2301|||0.715|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2301
phenylmercury acetate degradation|P641-PWY|||0.715|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=P641-PWY
arsenate detoxification IV (mycothiol)|PWY-6421|Arsenate Detoxification|Arsenate-Detoxification|0.715|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6421
triacylglycerol degradation|LIPAS-PWY|||0.77|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=LIPAS-PWY
trehalose biosynthesis V|PWY-2661|Trehalose Biosynthesis|Trehalose-biosynthesis|0.77|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2661
trehalose degradation I (low osmolarity)|TREDEGLOW-PWY|Trehalose Degradation|Trehalose-Degradation|0.8283049|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=TREDEGLOW-PWY
trehalose biosynthesis I|TRESYN-PWY|Trehalose Biosynthesis|Trehalose-biosynthesis|0.8562617|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=TRESYN-PWY
demethylmenaquinol-8 biosynthesis I|PWY-5852|Demethylmenaquinol-8 Biosynthesis|Demethylmenaquinol-8-Biosynthesis|0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5852
heme degradation VII|PWY-7848|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7848
polyphosphate metabolism|PWY-8138|||0.88000005|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8138
menaquinol-10 biosynthesis|PWY-5890|||0.88000005|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5890
acyl-CoA hydrolysis|PWY-5148|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5148
mycothiol-mediated detoxification|PWY1G-1|||0.88000005|0.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY1G-1
N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis|PWY0-1587|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1587
heptaprenyl diphosphate biosynthesis|PWY-5807|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5807
thiosulfate disproportionation IV (rhodanese)|PWY-5350|Thiosulfate Disproportionation|Thiosulfate-Disproportionation|0.88000005|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5350
phosphate acquisition|PWY-6348|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6348
demethylmenaquinol-6 biosynthesis I|PWY-5853|||0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5853
menaquinol-7 biosynthesis|PWY-5839|||0.88000005|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5839
menaquinol-12 biosynthesis|PWY-5892|||0.88000005|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5892
L-asparagine biosynthesis I|ASPARAGINE-BIOSYNTHESIS|L-asparagine Biosynthesis|ASPARAGINE-SYN|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ASPARAGINE-BIOSYNTHESIS
menaquinol-11 biosynthesis|PWY-5891|||0.88000005|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5891
menaquinol-8 biosynthesis|MENAQUINONESYN-PWY|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=MENAQUINONESYN-PWY
L-homocysteine biosynthesis|PWY-5344|||0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5344
3-dehydroquinate biosynthesis I|PWY-6164|3-Dehydroquinate Biosynthesis|3-Dehydroquinate-Biosynthesis|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6164
menaquinol-13 biosynthesis|PWY-5895|||0.88000005|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5895
octaprenyl diphosphate biosynthesis|PWY-5783|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5783
pyridoxal 5'-phosphate biosynthesis II|PWY-6466|Vitamin B6 Biosynthesis|Vitamin-B6-Biosynthesis|0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6466
pyrimidine nucleobases salvage I|PWY-7183|||0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7183
PRPP biosynthesis|PWY0-662|||0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-662
ATP biosynthesis|PWY-7980|||0.88000005|9.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7980
melibiose degradation|PWY0-1301|||0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1301
L-glutamine degradation II|GLUTAMINEFUM-PWY|L-glutamine Degradation|GLUTAMINE-DEG|0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTAMINEFUM-PWY
S-methyl-5'-thioadenosine degradation II|PWY-6756|S-methyl-5'-thioadenosine Degradation|Methylthioadenosine-Degradation|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6756
S-methyl-5'-thioadenosine degradation III|PWY-6753|S-methyl-5'-thioadenosine Degradation|Methylthioadenosine-Degradation|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6753
menaquinol-6 biosynthesis|PWY-5849|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5849
8-oxo-(d)GTP detoxification I|PWY-6502|8-oxo-GTP and 8-oxo-dGTP Detoxification|8-Oxo-GTP-Detoxification|0.88000005|0.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6502
S-(6-hydroxy-4-methylhexan-4-yl)-L-cysteinylglycine degradation|PWY-8302|||0.88000005|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8302
lactose degradation III|BGALACT-PWY|Lactose Degradation|LACTOSE-DEG|0.88000005|6.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=BGALACT-PWY
CMP phosphorylation|PWY-7205|||0.88000005|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7205
L-alanine degradation IV|PWY1-2|L-alanine Degradation|ALANINE-DEG|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY1-2
ammonia assimilation cycle III|AMMASSIM-PWY|Ammonia Assimilation|Ammonia-Assimilation|0.8847162|0.6666667|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=AMMASSIM-PWY
Bifidobacterium shunt|P124-PWY|||0.96064216|1.2666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=P124-PWY
L-proline biosynthesis I (from L-glutamate)|PROSYN-PWY|L-proline Biosynthesis|PROLINE-SYN|0.9888315|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PROSYN-PWY
pentose phosphate pathway (oxidative branch) I|OXIDATIVEPENT-PWY|||1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=OXIDATIVEPENT-PWY
aerobic respiration I (cytochrome c)|PWY-3781|||1.0|3.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-3781
heme a biosynthesis|PWY-7856|||1.0|0.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7856
pyrimidine deoxyribonucleotide phosphorylation|PWY-7197|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7197
2-oxoisovalerate decarboxylation to isobutanoyl-CoA|PWY-5046|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5046
guanosine ribonucleotides de novo biosynthesis|PWY-7221|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7221
L-leucine biosynthesis|LEUSYN-PWY|L-leucine Biosynthesis|LEUCINE-SYN|1.0|0.33333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=LEUSYN-PWY
demethylmenaquinol-9 biosynthesis|PWY-5851|||1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5851
adenosine ribonucleotides de novo biosynthesis|PWY-7219|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7219
pyrimidine deoxyribonucleosides degradation|PWY-7181|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7181
menaquinol-9 biosynthesis|PWY-5844|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5844
purine deoxyribonucleosides degradation I|PWY-7179|||1.0|1.75|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7179
mannitol cycle|PWY-6531|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6531
L-homoserine biosynthesis|HOMOSERSYN-PWY|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=HOMOSERSYN-PWY
glycine degradation|PWY0-1608|Glycine Degradation|GLYCINE-DEG|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1608
glycine cleavage|GLYCLEAV-PWY|Glycine Degradation|GLYCINE-DEG|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYCLEAV-PWY
polycistronic tRNA processing I|PWY-8469|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8469
L-histidine biosynthesis|HISTSYN-PWY|L-histidine Biosynthesis|HISTIDINE-SYN|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=HISTSYN-PWY
molybdenum cofactor biosynthesis|PWY-8171|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8171
chorismate biosynthesis from 3-dehydroquinate|PWY-6163|Chorismate Biosynthesis|Chorismate-Biosynthesis|1.0|1.4|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6163
L-asparagine biosynthesis III (tRNA-dependent)|PWY490-4|L-asparagine Biosynthesis|ASPARAGINE-SYN|1.0|0.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY490-4
dTDP-beta-L-rhamnose biosynthesis|DTDPRHAMSYN-PWY|||1.0|1.2|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=DTDPRHAMSYN-PWY
2-carboxy-1,4-naphthoquinol biosynthesis|PWY-5837|1,4-Dihydroxy-2-Naphthoate Biosynthesis|DHNA-Biosynthesis|1.0|2.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5837
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|PWY-6387|UDP-N-Acetylmuramoyl-Pentapeptide Biosynthesis|Acetylmuramoyl-Pentapeptide-Biosynthesis|1.0|1.375|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6387
L-valine biosynthesis|VALSYN-PWY|L-valine Biosynthesis|VALINE-BIOSYNTHESIS|1.0|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=VALSYN-PWY
GDP-L-fucose biosynthesis I (from GDP-D-mannose)|PWY-66|||1.0|0.33333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-66
GDP-mannose biosynthesis|PWY-5659|||1.0|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5659
tetrahydrofolate biosynthesis I|PWY-6614|Folate Biosynthesis|Folate-Biosynthesis|1.0|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6614
tRNA charging|TRNA-CHARGING-PWY|||1.0|0.95238096|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=TRNA-CHARGING-PWY
L-arginine degradation XIII (reductive Stickland reaction)|PWY-8187|L-arginine Degradation|ARGININE-DEG|1.0|0.8|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8187
L-arginine biosynthesis II (acetyl cycle)|ARGSYNBSUB-PWY|L-arginine Biosynthesis|ARGININE-SYN|1.0|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ARGSYNBSUB-PWY
UTP and CTP de novo biosynthesis|PWY-7176|||1.0|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7176
5-aminoimidazole ribonucleotide biosynthesis I|PWY-6121|5-Aminoimidazole Ribonucleotide Biosynthesis|AIR-Biosynthesis|1.0|1.4|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6121
pentose phosphate pathway (non-oxidative branch) I|NONOXIPENT-PWY|||1.0|1.2|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=NONOXIPENT-PWY
L-lysine biosynthesis I|DAPLYSINESYN-PWY|L-lysine Biosynthesis|LYSINE-SYN|1.0|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=DAPLYSINESYN-PWY
L-tryptophan biosynthesis|TRPSYN-PWY|L-tryptophan Biosynthesis|TRYPTOPHAN-BIOSYNTHESIS|1.0|0.8333333|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=TRPSYN-PWY
ethanol degradation II|PWY66-21|Ethanol Degradation|Ethanol-Degradation|1.0|2.6666667|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY66-21
UMP biosynthesis I|PWY-5686|UMP Biosynthesis|UMP-Biosynthesis|1.0|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5686
D-apionate degradation I (xylose isomerase family decarboxylase)|PWY-8091|D-Apionate Degradation|D-Apionate-Degradation|1.0|1.6|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8091
